Date,Hour,Daily Peak Probability
6/29/2009,5,0.024
6/29/2009,6,0.025
6/29/2009,7,0.027
6/29/2009,8,0.029
6/29/2009,9,0.031
6/29/2009,10,0.033
6/29/2009,11,0.035
6/29/2009,12,0.038
6/29/2009,13,0.040
6/29/2009,14,0.043
6/29/2009,15,0.046
6/29/2009,16,0.049
6/29/2009,17,0.052
6/29/2009,18,0.055
6/29/2009,19,0.059
6/29/2009,20,0.063
6/29/2009,21,0.067
6/29/2009,22,0.071
6/29/2009,23,0.075
6/29/2009,24,0.080
6/30/2009,1,0.018
6/30/2009,2,0.020
6/30/2009,3,0.021
6/30/2009,4,0.022
6/30/2009,5,0.024
6/30/2009,6,0.025
6/30/2009,7,0.027
6/30/2009,8,0.029
6/30/2009,9,0.031
6/30/2009,10,0.033
6/30/2009,11,0.035
6/30/2009,12,0.038
6/30/2009,13,0.040
6/30/2009,14,0.043
6/30/2009,15,0.046
6/30/2009,16,0.049
6/30/2009,17,0.052
6/30/2009,18,0.055
6/30/2009,19,0.059
6/30/2009,20,0.063
6/30/2009,21,0.067
6/30/2009,22,0.071
6/30/2009,23,0.075
6/30/2009,24,0.080
7/1/2009,1,0.018
7/1/2009,2,0.020
7/1/2009,3,0.021
7/1/2009,4,0.022
7/1/2009,5,0.024
7/1/2009,6,0.025
7/1/2009,7,0.027
7/1/2009,8,0.029
7/1/2009,9,0.031
7/1/2009,10,0.033
7/1/2009,11,0.035
7/1/2009,12,0.038
7/1/2009,13,0.040
7/1/2009,14,0.043
7/1/2009,15,0.046
7/1/2009,16,0.049
7/1/2009,17,0.052
7/1/2009,18,0.055
7/1/2009,19,0.059
7/1/2009,20,0.063
7/1/2009,21,0.067
7/1/2009,22,0.071
7/1/2009,23,0.075
7/1/2009,24,0.080
7/2/2009,1,0.018
7/2/2009,2,0.020
7/2/2009,3,0.021
7/2/2009,4,0.022
7/2/2009,5,0.024
7/2/2009,6,0.025
7/2/2009,7,0.027
7/2/2009,8,0.029
7/2/2009,9,0.031
7/2/2009,10,0.033
7/2/2009,11,0.035
7/2/2009,12,0.038
7/2/2009,13,0.040
7/2/2009,14,0.043
7/2/2009,15,0.045
7/2/2009,16,0.048
7/2/2009,17,0.052
7/2/2009,18,0.055
7/2/2009,19,0.059
7/2/2009,20,0.062
7/2/2009,21,0.067
7/2/2009,22,0.071
7/2/2009,23,0.075
7/2/2009,24,0.080
7/3/2009,1,0.018
7/3/2009,2,0.020
7/3/2009,3,0.021
7/3/2009,4,0.022
7/3/2009,5,0.024
7/3/2009,6,0.025
7/3/2009,7,0.027
7/3/2009,8,0.029
7/3/2009,9,0.031
7/3/2009,10,0.033
7/3/2009,11,0.035
7/3/2009,12,0.037
7/3/2009,13,0.040
7/3/2009,14,0.043
7/3/2009,15,0.045
7/3/2009,16,0.048
7/3/2009,17,0.052
7/3/2009,18,0.055
7/3/2009,19,0.059
7/3/2009,20,0.062
7/3/2009,21,0.066
7/3/2009,22,0.071
7/3/2009,23,0.075
7/3/2009,24,0.080
7/4/2009,1,0.018
7/4/2009,2,0.019
7/4/2009,3,0.021
7/4/2009,4,0.022
7/4/2009,5,0.024
7/4/2009,6,0.025
7/4/2009,7,0.027
7/4/2009,8,0.029
7/4/2009,9,0.031
7/4/2009,10,0.033
7/4/2009,11,0.035
7/4/2009,12,0.037
7/4/2009,13,0.040
7/4/2009,14,0.043
7/4/2009,15,0.045
7/4/2009,16,0.048
7/4/2009,17,0.052
7/4/2009,18,0.055
7/4/2009,19,0.059
7/4/2009,20,0.062
7/4/2009,21,0.066
7/4/2009,22,0.071
7/4/2009,23,0.075
7/4/2009,24,0.080
7/5/2009,1,0.018
7/5/2009,2,0.020
7/5/2009,3,0.021
7/5/2009,4,0.022
7/5/2009,5,0.024
7/5/2009,6,0.026
7/5/2009,7,0.027
7/5/2009,8,0.029
7/5/2009,9,0.031
7/5/2009,10,0.033
7/5/2009,11,0.035
7/5/2009,12,0.038
7/5/2009,13,0.040
7/5/2009,14,0.043
7/5/2009,15,0.046
7/5/2009,16,0.049
7/5/2009,17,0.052
7/5/2009,18,0.055
7/5/2009,19,0.059
7/5/2009,20,0.063
7/5/2009,21,0.067
7/5/2009,22,0.071
7/5/2009,23,0.076
7/5/2009,24,0.081
7/6/2009,1,0.018
7/6/2009,2,0.020
7/6/2009,3,0.021
7/6/2009,4,0.022
7/6/2009,5,0.024
7/6/2009,6,0.025
7/6/2009,7,0.027
7/6/2009,8,0.029
7/6/2009,9,0.031
7/6/2009,10,0.033
7/6/2009,11,0.035
7/6/2009,12,0.038
7/6/2009,13,0.040
7/6/2009,14,0.043
7/6/2009,15,0.046
7/6/2009,16,0.049
7/6/2009,17,0.052
7/6/2009,18,0.055
7/6/2009,19,0.059
7/6/2009,20,0.063
7/6/2009,21,0.067
7/6/2009,22,0.071
7/6/2009,23,0.076
7/6/2009,24,0.080
7/7/2009,1,0.018
7/7/2009,2,0.020
7/7/2009,3,0.021
7/7/2009,4,0.022
7/7/2009,5,0.024
7/7/2009,6,0.025
7/7/2009,7,0.027
7/7/2009,8,0.029
7/7/2009,9,0.031
7/7/2009,10,0.033
7/7/2009,11,0.035
7/7/2009,12,0.038
7/7/2009,13,0.040
7/7/2009,14,0.043
7/7/2009,15,0.046
7/7/2009,16,0.049
7/7/2009,17,0.052
7/7/2009,18,0.055
7/7/2009,19,0.059
7/7/2009,20,0.063
7/7/2009,21,0.067
7/7/2009,22,0.071
7/7/2009,23,0.076
7/7/2009,24,0.080
7/8/2009,1,0.018
7/8/2009,2,0.020
7/8/2009,3,0.021
7/8/2009,4,0.022
7/8/2009,5,0.024
7/8/2009,6,0.025
7/8/2009,7,0.027
7/8/2009,8,0.029
7/8/2009,9,0.031
7/8/2009,10,0.033
7/8/2009,11,0.035
7/8/2009,12,0.038
7/8/2009,13,0.040
7/8/2009,14,0.043
7/8/2009,15,0.046
7/8/2009,16,0.049
7/8/2009,17,0.052
7/8/2009,18,0.055
7/8/2009,19,0.059
7/8/2009,20,0.063
7/8/2009,21,0.067
7/8/2009,22,0.071
7/8/2009,23,0.075
7/8/2009,24,0.080
7/9/2009,1,0.018
7/9/2009,2,0.020
7/9/2009,3,0.021
7/9/2009,4,0.022
7/9/2009,5,0.024
7/9/2009,6,0.025
7/9/2009,7,0.027
7/9/2009,8,0.029
7/9/2009,9,0.031
7/9/2009,10,0.033
7/9/2009,11,0.035
7/9/2009,12,0.038
7/9/2009,13,0.040
7/9/2009,14,0.043
7/9/2009,15,0.045
7/9/2009,16,0.048
7/9/2009,17,0.052
7/9/2009,18,0.055
7/9/2009,19,0.059
7/9/2009,20,0.062
7/9/2009,21,0.067
7/9/2009,22,0.071
7/9/2009,23,0.075
7/9/2009,24,0.080
7/10/2009,1,0.018
7/10/2009,2,0.020
7/10/2009,3,0.021
7/10/2009,4,0.022
7/10/2009,5,0.024
7/10/2009,6,0.025
7/10/2009,7,0.027
7/10/2009,8,0.029
7/10/2009,9,0.031
7/10/2009,10,0.033
7/10/2009,11,0.035
7/10/2009,12,0.037
7/10/2009,13,0.040
7/10/2009,14,0.043
7/10/2009,15,0.045
7/10/2009,16,0.048
7/10/2009,17,0.052
7/10/2009,18,0.055
7/10/2009,19,0.059
7/10/2009,20,0.062
7/10/2009,21,0.066
7/10/2009,22,0.071
7/10/2009,23,0.075
7/10/2009,24,0.080
7/11/2009,1,0.018
7/11/2009,2,0.019
7/11/2009,3,0.021
7/11/2009,4,0.022
7/11/2009,5,0.024
7/11/2009,6,0.025
7/11/2009,7,0.027
7/11/2009,8,0.029
7/11/2009,9,0.031
7/11/2009,10,0.033
7/11/2009,11,0.035
7/11/2009,12,0.037
7/11/2009,13,0.040
7/11/2009,14,0.043
7/11/2009,15,0.045
7/11/2009,16,0.048
7/11/2009,17,0.052
7/11/2009,18,0.055
7/11/2009,19,0.059
7/11/2009,20,0.062
7/11/2009,21,0.066
7/11/2009,22,0.071
7/11/2009,23,0.075
7/11/2009,24,0.080
7/12/2009,1,0.018
7/12/2009,2,0.020
7/12/2009,3,0.021
7/12/2009,4,0.022
7/12/2009,5,0.024
7/12/2009,6,0.026
7/12/2009,7,0.027
7/12/2009,8,0.029
7/12/2009,9,0.031
7/12/2009,10,0.033
7/12/2009,11,0.035
7/12/2009,12,0.038
7/12/2009,13,0.040
7/12/2009,14,0.043
7/12/2009,15,0.046
7/12/2009,16,0.049
7/12/2009,17,0.052
7/12/2009,18,0.055
7/12/2009,19,0.059
7/12/2009,20,0.063
7/12/2009,21,0.067
7/12/2009,22,0.071
7/12/2009,23,0.076
7/12/2009,24,0.081
7/13/2009,1,0.018
7/13/2009,2,0.020
7/13/2009,3,0.021
7/13/2009,4,0.022
7/13/2009,5,0.024
7/13/2009,6,0.025
7/13/2009,7,0.027
7/13/2009,8,0.029
7/13/2009,9,0.031
7/13/2009,10,0.033
7/13/2009,11,0.035
7/13/2009,12,0.038
7/13/2009,13,0.040
7/13/2009,14,0.043
7/13/2009,15,0.046
7/13/2009,16,0.049
7/13/2009,17,0.052
7/13/2009,18,0.055
7/13/2009,19,0.059
7/13/2009,20,0.063
7/13/2009,21,0.067
7/13/2009,22,0.071
7/13/2009,23,0.076
7/13/2009,24,0.080
7/14/2009,1,0.018
7/14/2009,2,0.020
7/14/2009,3,0.021
7/14/2009,4,0.022
7/14/2009,5,0.024
7/14/2009,6,0.025
7/14/2009,7,0.027
7/14/2009,8,0.029
7/14/2009,9,0.031
7/14/2009,10,0.033
7/14/2009,11,0.035
7/14/2009,12,0.038
7/14/2009,13,0.040
7/14/2009,14,0.043
7/14/2009,15,0.046
7/14/2009,16,0.049
7/14/2009,17,0.052
7/14/2009,18,0.055
7/14/2009,19,0.059
7/14/2009,20,0.063
7/14/2009,21,0.067
7/14/2009,22,0.071
7/14/2009,23,0.076
7/14/2009,24,0.080
7/15/2009,1,0.018
7/15/2009,2,0.020
7/15/2009,3,0.021
7/15/2009,4,0.022
7/15/2009,5,0.024
7/15/2009,6,0.025
7/15/2009,7,0.027
7/15/2009,8,0.029
7/15/2009,9,0.031
7/15/2009,10,0.033
7/15/2009,11,0.035
7/15/2009,12,0.038
7/15/2009,13,0.040
7/15/2009,14,0.043
7/15/2009,15,0.046
7/15/2009,16,0.049
7/15/2009,17,0.052
7/15/2009,18,0.055
7/15/2009,19,0.059
7/15/2009,20,0.063
7/15/2009,21,0.067
7/15/2009,22,0.071
7/15/2009,23,0.075
7/15/2009,24,0.080
7/16/2009,1,0.018
7/16/2009,2,0.020
7/16/2009,3,0.021
7/16/2009,4,0.022
7/16/2009,5,0.024
7/16/2009,6,0.025
7/16/2009,7,0.027
7/16/2009,8,0.029
7/16/2009,9,0.031
7/16/2009,10,0.033
7/16/2009,11,0.035
7/16/2009,12,0.038
7/16/2009,13,0.040
7/16/2009,14,0.043
7/16/2009,15,0.045
7/16/2009,16,0.048
7/16/2009,17,0.052
7/16/2009,18,0.055
7/16/2009,19,0.059
7/16/2009,20,0.062
7/16/2009,21,0.067
7/16/2009,22,0.071
7/16/2009,23,0.075
7/16/2009,24,0.080
7/17/2009,1,0.018
7/17/2009,2,0.020
7/17/2009,3,0.021
7/17/2009,4,0.022
7/17/2009,5,0.024
7/17/2009,6,0.025
7/17/2009,7,0.027
7/17/2009,8,0.029
7/17/2009,9,0.031
7/17/2009,10,0.033
7/17/2009,11,0.035
7/17/2009,12,0.037
7/17/2009,13,0.040
7/17/2009,14,0.043
7/17/2009,15,0.045
7/17/2009,16,0.048
7/17/2009,17,0.052
7/17/2009,18,0.055
7/17/2009,19,0.059
7/17/2009,20,0.062
7/17/2009,21,0.066
7/17/2009,22,0.071
7/17/2009,23,0.075
7/17/2009,24,0.080
7/18/2009,1,0.018
7/18/2009,2,0.019
7/18/2009,3,0.021
7/18/2009,4,0.022
7/18/2009,5,0.024
7/18/2009,6,0.025
7/18/2009,7,0.027
7/18/2009,8,0.029
7/18/2009,9,0.031
7/18/2009,10,0.033
7/18/2009,11,0.035
7/18/2009,12,0.037
7/18/2009,13,0.040
7/18/2009,14,0.043
7/18/2009,15,0.045
7/18/2009,16,0.048
7/18/2009,17,0.052
7/18/2009,18,0.055
7/18/2009,19,0.059
7/18/2009,20,0.062
7/18/2009,21,0.066
7/18/2009,22,0.071
7/18/2009,23,0.075
7/18/2009,24,0.080
7/19/2009,1,0.018
7/19/2009,2,0.020
7/19/2009,3,0.021
7/19/2009,4,0.022
7/19/2009,5,0.024
7/19/2009,6,0.026
7/19/2009,7,0.027
7/19/2009,8,0.029
7/19/2009,9,0.031
7/19/2009,10,0.033
7/19/2009,11,0.035
7/19/2009,12,0.038
7/19/2009,13,0.040
7/19/2009,14,0.043
7/19/2009,15,0.046
7/19/2009,16,0.049
7/19/2009,17,0.052
7/19/2009,18,0.055
7/19/2009,19,0.059
7/19/2009,20,0.063
7/19/2009,21,0.067
7/19/2009,22,0.071
7/19/2009,23,0.076
7/19/2009,24,0.081
7/20/2009,1,0.018
7/20/2009,2,0.020
7/20/2009,3,0.021
7/20/2009,4,0.022
7/20/2009,5,0.024
7/20/2009,6,0.025
7/20/2009,7,0.027
7/20/2009,8,0.029
7/20/2009,9,0.031
7/20/2009,10,0.033
7/20/2009,11,0.035
7/20/2009,12,0.038
7/20/2009,13,0.040
7/20/2009,14,0.043
7/20/2009,15,0.046
7/20/2009,16,0.049
7/20/2009,17,0.052
7/20/2009,18,0.055
7/20/2009,19,0.059
7/20/2009,20,0.063
7/20/2009,21,0.067
7/20/2009,22,0.071
7/20/2009,23,0.076
7/20/2009,24,0.080
7/21/2009,1,0.018
7/21/2009,2,0.020
7/21/2009,3,0.021
7/21/2009,4,0.022
7/21/2009,5,0.024
7/21/2009,6,0.025
7/21/2009,7,0.027
7/21/2009,8,0.029
7/21/2009,9,0.031
7/21/2009,10,0.033
7/21/2009,11,0.035
7/21/2009,12,0.038
7/21/2009,13,0.040
7/21/2009,14,0.043
7/21/2009,15,0.046
7/21/2009,16,0.049
7/21/2009,17,0.052
7/21/2009,18,0.055
7/21/2009,19,0.059
7/21/2009,20,0.063
7/21/2009,21,0.067
7/21/2009,22,0.071
7/21/2009,23,0.076
7/21/2009,24,0.080
7/22/2009,1,0.018
7/22/2009,2,0.020
7/22/2009,3,0.021
7/22/2009,4,0.022
7/22/2009,5,0.024
7/22/2009,6,0.025
7/22/2009,7,0.027
7/22/2009,8,0.029
7/22/2009,9,0.031
7/22/2009,10,0.033
7/22/2009,11,0.035
7/22/2009,12,0.038
7/22/2009,13,0.040
7/22/2009,14,0.043
7/22/2009,15,0.046
7/22/2009,16,0.049
7/22/2009,17,0.052
7/22/2009,18,0.055
7/22/2009,19,0.059
7/22/2009,20,0.063
7/22/2009,21,0.067
7/22/2009,22,0.071
7/22/2009,23,0.075
7/22/2009,24,0.080
7/23/2009,1,0.018
7/23/2009,2,0.020
7/23/2009,3,0.021
7/23/2009,4,0.022
7/23/2009,5,0.024
7/23/2009,6,0.025
7/23/2009,7,0.027
7/23/2009,8,0.029
7/23/2009,9,0.031
7/23/2009,10,0.033
7/23/2009,11,0.035
7/23/2009,12,0.038
7/23/2009,13,0.040
7/23/2009,14,0.043
7/23/2009,15,0.045
7/23/2009,16,0.048
7/23/2009,17,0.052
7/23/2009,18,0.055
7/23/2009,19,0.059
7/23/2009,20,0.062
7/23/2009,21,0.067
7/23/2009,22,0.071
7/23/2009,23,0.075
7/23/2009,24,0.080
7/24/2009,1,0.018
7/24/2009,2,0.020
7/24/2009,3,0.021
7/24/2009,4,0.022
7/24/2009,5,0.024
7/24/2009,6,0.025
7/24/2009,7,0.027
7/24/2009,8,0.029
7/24/2009,9,0.031
7/24/2009,10,0.033
7/24/2009,11,0.035
7/24/2009,12,0.037
7/24/2009,13,0.040
7/24/2009,14,0.043
7/24/2009,15,0.045
7/24/2009,16,0.048
7/24/2009,17,0.052
7/24/2009,18,0.055
7/24/2009,19,0.059
7/24/2009,20,0.062
7/24/2009,21,0.066
7/24/2009,22,0.071
7/24/2009,23,0.075
7/24/2009,24,0.080
7/25/2009,1,0.018
7/25/2009,2,0.019
7/25/2009,3,0.021
7/25/2009,4,0.022
7/25/2009,5,0.024
7/25/2009,6,0.025
7/25/2009,7,0.027
7/25/2009,8,0.029
7/25/2009,9,0.031
7/25/2009,10,0.033
7/25/2009,11,0.035
7/25/2009,12,0.037
7/25/2009,13,0.040
7/25/2009,14,0.043
7/25/2009,15,0.045
7/25/2009,16,0.048
7/25/2009,17,0.052
7/25/2009,18,0.055
7/25/2009,19,0.059
7/25/2009,20,0.062
7/25/2009,21,0.066
7/25/2009,22,0.071
7/25/2009,23,0.075
7/25/2009,24,0.080
7/26/2009,1,0.018
7/26/2009,2,0.020
7/26/2009,3,0.021
7/26/2009,4,0.022
7/26/2009,5,0.024
7/26/2009,6,0.026
7/26/2009,7,0.027
7/26/2009,8,0.029
7/26/2009,9,0.031
7/26/2009,10,0.033
7/26/2009,11,0.035
7/26/2009,12,0.038
7/26/2009,13,0.040
7/26/2009,14,0.043
7/26/2009,15,0.046
7/26/2009,16,0.049
7/26/2009,17,0.052
7/26/2009,18,0.055
7/26/2009,19,0.059
7/26/2009,20,0.063
7/26/2009,21,0.067
7/26/2009,22,0.071
7/26/2009,23,0.076
7/26/2009,24,0.081
7/27/2009,1,0.018
7/27/2009,2,0.020
7/27/2009,3,0.021
7/27/2009,4,0.022
7/27/2009,5,0.024
7/27/2009,6,0.025
7/27/2009,7,0.027
7/27/2009,8,0.029
7/27/2009,9,0.031
7/27/2009,10,0.033
7/27/2009,11,0.035
7/27/2009,12,0.038
7/27/2009,13,0.040
7/27/2009,14,0.043
7/27/2009,15,0.046
7/27/2009,16,0.049
7/27/2009,17,0.052
7/27/2009,18,0.055
7/27/2009,19,0.059
7/27/2009,20,0.063
7/27/2009,21,0.067
7/27/2009,22,0.071
7/27/2009,23,0.076
7/27/2009,24,0.080
7/28/2009,1,0.018
7/28/2009,2,0.020
7/28/2009,3,0.021
7/28/2009,4,0.022
7/28/2009,5,0.024
7/28/2009,6,0.025
7/28/2009,7,0.027
7/28/2009,8,0.029
7/28/2009,9,0.031
7/28/2009,10,0.033
7/28/2009,11,0.035
7/28/2009,12,0.038
7/28/2009,13,0.040
7/28/2009,14,0.043
7/28/2009,15,0.046
7/28/2009,16,0.049
7/28/2009,17,0.052
7/28/2009,18,0.055
7/28/2009,19,0.059
7/28/2009,20,0.063
7/28/2009,21,0.067
7/28/2009,22,0.071
7/28/2009,23,0.076
7/28/2009,24,0.080
7/29/2009,1,0.018
7/29/2009,2,0.020
7/29/2009,3,0.021
7/29/2009,4,0.022
7/29/2009,5,0.024
7/29/2009,6,0.025
7/29/2009,7,0.027
7/29/2009,8,0.029
7/29/2009,9,0.031
7/29/2009,10,0.033
7/29/2009,11,0.035
7/29/2009,12,0.038
7/29/2009,13,0.040
7/29/2009,14,0.043
7/29/2009,15,0.046
7/29/2009,16,0.049
7/29/2009,17,0.052
7/29/2009,18,0.055
7/29/2009,19,0.059
7/29/2009,20,0.063
7/29/2009,21,0.067
7/29/2009,22,0.071
7/29/2009,23,0.075
7/29/2009,24,0.080
7/30/2009,1,0.018
7/30/2009,2,0.020
7/30/2009,3,0.021
7/30/2009,4,0.022
7/30/2009,5,0.024
7/30/2009,6,0.025
7/30/2009,7,0.027
7/30/2009,8,0.029
7/30/2009,9,0.031
7/30/2009,10,0.033
7/30/2009,11,0.035
7/30/2009,12,0.038
7/30/2009,13,0.040
7/30/2009,14,0.043
7/30/2009,15,0.045
7/30/2009,16,0.048
7/30/2009,17,0.052
7/30/2009,18,0.055
7/30/2009,19,0.059
7/30/2009,20,0.062
7/30/2009,21,0.067
7/30/2009,22,0.071
7/30/2009,23,0.075
7/30/2009,24,0.080
7/31/2009,1,0.018
7/31/2009,2,0.020
7/31/2009,3,0.021
7/31/2009,4,0.022
7/31/2009,5,0.024
7/31/2009,6,0.025
7/31/2009,7,0.027
7/31/2009,8,0.029
7/31/2009,9,0.031
7/31/2009,10,0.033
7/31/2009,11,0.035
7/31/2009,12,0.037
7/31/2009,13,0.040
7/31/2009,14,0.043
7/31/2009,15,0.045
7/31/2009,16,0.048
7/31/2009,17,0.052
7/31/2009,18,0.055
7/31/2009,19,0.059
7/31/2009,20,0.062
7/31/2009,21,0.066
7/31/2009,22,0.071
7/31/2009,23,0.075
7/31/2009,24,0.080
8/1/2009,1,0.018
8/1/2009,2,0.020
8/1/2009,3,0.021
8/1/2009,4,0.022
8/1/2009,5,0.024
8/1/2009,6,0.025
8/1/2009,7,0.027
8/1/2009,8,0.029
8/1/2009,9,0.031
8/1/2009,10,0.033
8/1/2009,11,0.035
8/1/2009,12,0.037
8/1/2009,13,0.040
8/1/2009,14,0.043
8/1/2009,15,0.045
8/1/2009,16,0.048
8/1/2009,17,0.052
8/1/2009,18,0.055
8/1/2009,19,0.059
8/1/2009,20,0.062
8/1/2009,21,0.067
8/1/2009,22,0.071
8/1/2009,23,0.075
8/1/2009,24,0.080
8/2/2009,1,0.018
8/2/2009,2,0.020
8/2/2009,3,0.021
8/2/2009,4,0.022
8/2/2009,5,0.024
8/2/2009,6,0.026
8/2/2009,7,0.027
8/2/2009,8,0.029
8/2/2009,9,0.031
8/2/2009,10,0.033
8/2/2009,11,0.035
8/2/2009,12,0.038
8/2/2009,13,0.040
8/2/2009,14,0.043
8/2/2009,15,0.046
8/2/2009,16,0.049
8/2/2009,17,0.052
8/2/2009,18,0.055
8/2/2009,19,0.059
8/2/2009,20,0.063
8/2/2009,21,0.067
8/2/2009,22,0.071
8/2/2009,23,0.076
8/2/2009,24,0.081
8/3/2009,1,0.018
8/3/2009,2,0.020
8/3/2009,3,0.021
8/3/2009,4,0.022
8/3/2009,5,0.024
8/3/2009,6,0.026
8/3/2009,7,0.027
8/3/2009,8,0.029
8/3/2009,9,0.031
8/3/2009,10,0.033
8/3/2009,11,0.035
8/3/2009,12,0.038
8/3/2009,13,0.040
8/3/2009,14,0.043
8/3/2009,15,0.046
8/3/2009,16,0.049
8/3/2009,17,0.052
8/3/2009,18,0.055
8/3/2009,19,0.059
8/3/2009,20,0.063
8/3/2009,21,0.067
8/3/2009,22,0.071
8/3/2009,23,0.076
8/3/2009,24,0.081
8/4/2009,1,0.018
8/4/2009,2,0.020
8/4/2009,3,0.021
8/4/2009,4,0.022
8/4/2009,5,0.024
8/4/2009,6,0.025
8/4/2009,7,0.027
8/4/2009,8,0.029
8/4/2009,9,0.031
8/4/2009,10,0.033
8/4/2009,11,0.035
8/4/2009,12,0.038
8/4/2009,13,0.040
8/4/2009,14,0.043
8/4/2009,15,0.046
8/4/2009,16,0.049
8/4/2009,17,0.052
8/4/2009,18,0.055
8/4/2009,19,0.059
8/4/2009,20,0.063
8/4/2009,21,0.067
8/4/2009,22,0.071
8/4/2009,23,0.076
8/4/2009,24,0.080
8/5/2009,1,0.018
8/5/2009,2,0.020
8/5/2009,3,0.021
8/5/2009,4,0.022
8/5/2009,5,0.024
8/5/2009,6,0.025
8/5/2009,7,0.027
8/5/2009,8,0.029
8/5/2009,9,0.031
8/5/2009,10,0.033
8/5/2009,11,0.035
8/5/2009,12,0.038
8/5/2009,13,0.040
8/5/2009,14,0.043
8/5/2009,15,0.046
8/5/2009,16,0.049
8/5/2009,17,0.052
8/5/2009,18,0.055
8/5/2009,19,0.059
8/5/2009,20,0.063
8/5/2009,21,0.067
8/5/2009,22,0.071
8/5/2009,23,0.076
8/5/2009,24,0.080
8/6/2009,1,0.018
8/6/2009,2,0.020
8/6/2009,3,0.021
8/6/2009,4,0.022
8/6/2009,5,0.024
8/6/2009,6,0.025
8/6/2009,7,0.027
8/6/2009,8,0.029
8/6/2009,9,0.031
8/6/2009,10,0.033
8/6/2009,11,0.035
8/6/2009,12,0.038
8/6/2009,13,0.040
8/6/2009,14,0.043
8/6/2009,15,0.046
8/6/2009,16,0.049
8/6/2009,17,0.052
8/6/2009,18,0.055
8/6/2009,19,0.059
8/6/2009,20,0.063
8/6/2009,21,0.067
8/6/2009,22,0.071
8/6/2009,23,0.075
8/6/2009,24,0.080
8/7/2009,1,0.018
8/7/2009,2,0.020
8/7/2009,3,0.021
8/7/2009,4,0.022
8/7/2009,5,0.024
8/7/2009,6,0.025
8/7/2009,7,0.027
8/7/2009,8,0.029
8/7/2009,9,0.031
8/7/2009,10,0.033
8/7/2009,11,0.035
8/7/2009,12,0.038
8/7/2009,13,0.040
8/7/2009,14,0.043
8/7/2009,15,0.046
8/7/2009,16,0.049
8/7/2009,17,0.052
8/7/2009,18,0.055
8/7/2009,19,0.059
8/7/2009,20,0.063
8/7/2009,21,0.067
8/7/2009,22,0.071
8/7/2009,23,0.075
8/7/2009,24,0.080
8/8/2009,1,0.018
8/8/2009,2,0.020
8/8/2009,3,0.021
8/8/2009,4,0.022
8/8/2009,5,0.024
8/8/2009,6,0.025
8/8/2009,7,0.027
8/8/2009,8,0.029
8/8/2009,9,0.031
8/8/2009,10,0.033
8/8/2009,11,0.035
8/8/2009,12,0.037
8/8/2009,13,0.040
8/8/2009,14,0.043
8/8/2009,15,0.045
8/8/2009,16,0.048
8/8/2009,17,0.052
8/8/2009,18,0.055
8/8/2009,19,0.059
8/8/2009,20,0.062
8/8/2009,21,0.067
8/8/2009,22,0.071
8/8/2009,23,0.075
8/8/2009,24,0.080
8/9/2009,1,0.018
8/9/2009,2,0.020
8/9/2009,3,0.021
8/9/2009,4,0.022
8/9/2009,5,0.024
8/9/2009,6,0.026
8/9/2009,7,0.027
8/9/2009,8,0.029
8/9/2009,9,0.031
8/9/2009,10,0.033
8/9/2009,11,0.035
8/9/2009,12,0.038
8/9/2009,13,0.040
8/9/2009,14,0.043
8/9/2009,15,0.046
8/9/2009,16,0.049
8/9/2009,17,0.052
8/9/2009,18,0.055
8/9/2009,19,0.059
8/9/2009,20,0.063
8/9/2009,21,0.067
8/9/2009,22,0.071
8/9/2009,23,0.076
8/9/2009,24,0.081
8/10/2009,1,0.018
8/10/2009,2,0.020
8/10/2009,3,0.021
8/10/2009,4,0.022
8/10/2009,5,0.024
8/10/2009,6,0.026
8/10/2009,7,0.027
8/10/2009,8,0.029
8/10/2009,9,0.031
8/10/2009,10,0.033
8/10/2009,11,0.035
8/10/2009,12,0.038
8/10/2009,13,0.040
8/10/2009,14,0.043
8/10/2009,15,0.046
8/10/2009,16,0.049
8/10/2009,17,0.052
8/10/2009,18,0.055
8/10/2009,19,0.059
8/10/2009,20,0.063
8/10/2009,21,0.067
8/10/2009,22,0.071
8/10/2009,23,0.076
8/10/2009,24,0.081
8/11/2009,1,0.018
8/11/2009,2,0.020
8/11/2009,3,0.021
8/11/2009,4,0.022
8/11/2009,5,0.024
8/11/2009,6,0.025
8/11/2009,7,0.027
8/11/2009,8,0.029
8/11/2009,9,0.031
8/11/2009,10,0.033
8/11/2009,11,0.035
8/11/2009,12,0.038
8/11/2009,13,0.040
8/11/2009,14,0.043
8/11/2009,15,0.046
8/11/2009,16,0.049
8/11/2009,17,0.052
8/11/2009,18,0.055
8/11/2009,19,0.059
8/11/2009,20,0.063
8/11/2009,21,0.067
8/11/2009,22,0.071
8/11/2009,23,0.076
8/11/2009,24,0.080
8/12/2009,1,0.018
8/12/2009,2,0.020
8/12/2009,3,0.021
8/12/2009,4,0.022
8/12/2009,5,0.024
8/12/2009,6,0.025
8/12/2009,7,0.027
8/12/2009,8,0.029
8/12/2009,9,0.031
8/12/2009,10,0.033
8/12/2009,11,0.035
8/12/2009,12,0.038
8/12/2009,13,0.040
8/12/2009,14,0.043
8/12/2009,15,0.046
8/12/2009,16,0.049
8/12/2009,17,0.052
8/12/2009,18,0.055
8/12/2009,19,0.059
8/12/2009,20,0.063
8/12/2009,21,0.067
8/12/2009,22,0.071
8/12/2009,23,0.076
