Trend,Date,Hour,Load,Peak
893,2/7/2005,5,1058,0
894,2/7/2005,6,1236,0
895,2/7/2005,7,1475,0
896,2/7/2005,8,1509,1
897,2/7/2005,9,1352,0
898,2/7/2005,10,1176,0
899,2/7/2005,11,1047,0
900,2/7/2005,12,963,0
901,2/7/2005,13,895,0
902,2/7/2005,14,862,0
903,2/7/2005,15,827,0
904,2/7/2005,16,817,0
905,2/7/2005,17,837,0
906,2/7/2005,18,918,0
907,2/7/2005,19,1093,0
908,2/7/2005,20,1148,0
909,2/7/2005,21,1141,0
910,2/7/2005,22,1085,0
911,2/7/2005,23,976,0
912,2/7/2005,24,866,0
913,2/8/2005,1,800,0
914,2/8/2005,2,782,0
915,2/8/2005,3,787,0
916,2/8/2005,4,801,0
917,2/8/2005,5,852,0
918,2/8/2005,6,998,0
919,2/8/2005,7,1225,0
920,2/8/2005,8,1237,1
921,2/8/2005,9,1108,0
922,2/8/2005,10,983,0
923,2/8/2005,11,911,0
924,2/8/2005,12,866,0
925,2/8/2005,13,832,0
926,2/8/2005,14,816,0
927,2/8/2005,15,792,0
928,2/8/2005,16,799,0
929,2/8/2005,17,829,0
930,2/8/2005,18,900,0
931,2/8/2005,19,1040,0
932,2/8/2005,20,1081,0
933,2/8/2005,21,1047,0
934,2/8/2005,22,984,0
935,2/8/2005,23,865,0
936,2/8/2005,24,732,0
937,2/9/2005,1,656,0
938,2/9/2005,2,626,0
939,2/9/2005,3,619,0
940,2/9/2005,4,629,0
941,2/9/2005,5,689,0
942,2/9/2005,6,836,0
943,2/9/2005,7,1063,0
944,2/9/2005,8,1101,0
945,2/9/2005,9,1017,0
946,2/9/2005,10,986,0
947,2/9/2005,11,968,0
948,2/9/2005,12,950,0
949,2/9/2005,13,933,0
950,2/9/2005,14,924,0
951,2/9/2005,15,907,0
952,2/9/2005,16,918,0
953,2/9/2005,17,964,0
954,2/9/2005,18,1053,0
955,2/9/2005,19,1154,1
956,2/9/2005,20,1148,0
957,2/9/2005,21,1117,0
958,2/9/2005,22,1036,0
959,2/9/2005,23,918,0
960,2/9/2005,24,782,0
961,2/10/2005,1,701,0
962,2/10/2005,2,671,0
963,2/10/2005,3,683,0
964,2/10/2005,4,714,0
965,2/10/2005,5,785,0
966,2/10/2005,6,948,0
967,2/10/2005,7,1185,0
968,2/10/2005,8,1218,0
969,2/10/2005,9,1116,0
970,2/10/2005,10,1076,0
971,2/10/2005,11,1079,0
972,2/10/2005,12,1081,0
973,2/10/2005,13,1066,0
974,2/10/2005,14,1063,0
975,2/10/2005,15,1044,0
976,2/10/2005,16,1064,0
977,2/10/2005,17,1127,0
978,2/10/2005,18,1267,0
979,2/10/2005,19,1453,0
980,2/10/2005,20,1510,0
981,2/10/2005,21,1517,1
982,2/10/2005,22,1461,0
983,2/10/2005,23,1356,0
984,2/10/2005,24,1260,0
985,2/11/2005,1,1208,0
986,2/11/2005,2,1197,0
987,2/11/2005,3,1197,0
988,2/11/2005,4,1216,0
989,2/11/2005,5,1272,0
990,2/11/2005,6,1420,0
991,2/11/2005,7,1644,0
992,2/11/2005,8,1657,1
993,2/11/2005,9,1503,0
994,2/11/2005,10,1369,0
995,2/11/2005,11,1263,0
996,2/11/2005,12,1163,0
997,2/11/2005,13,1087,0
998,2/11/2005,14,1053,0
999,2/11/2005,15,1024,0
1000,2/11/2005,16,1011,0
1001,2/11/2005,17,1054,0
1002,2/11/2005,18,1176,0
1003,2/11/2005,19,1357,0
1004,2/11/2005,20,1391,0
1005,2/11/2005,21,1385,0
1006,2/11/2005,22,1363,0
1007,2/11/2005,23,1311,0
1008,2/11/2005,24,1247,0
1009,2/12/2005,1,1196,0
1010,2/12/2005,2,1181,0
1011,2/12/2005,3,1190,0
1012,2/12/2005,4,1208,0
1013,2/12/2005,5,1239,0
1014,2/12/2005,6,1290,0
1015,2/12/2005,7,1365,0
1016,2/12/2005,8,1447,1
1017,2/12/2005,9,1439,0
1018,2/12/2005,10,1315,0
1019,2/12/2005,11,1185,0
1020,2/12/2005,12,1076,0
1021,2/12/2005,13,987,0
1022,2/12/2005,14,914,0
1023,2/12/2005,15,856,0
1024,2/12/2005,16,830,0
1025,2/12/2005,17,847,0
1026,2/12/2005,18,910,0
1027,2/12/2005,19,1038,0
1028,2/12/2005,20,1080,0
1029,2/12/2005,21,1084,0
1030,2/12/2005,22,1078,0
1031,2/12/2005,23,1051,0
1032,2/12/2005,24,1002,0
1033,2/13/2005,1,967,0
1034,2/13/2005,2,962,0
1035,2/13/2005,3,969,0
1036,2/13/2005,4,985,0
1037,2/13/2005,5,1019,0
1038,2/13/2005,6,1069,0
1039,2/13/2005,7,1132,0
1040,2/13/2005,8,1214,0
1041,2/13/2005,9,1292,1
1042,2/13/2005,10,1244,0
1043,2/13/2005,11,1116,0
1044,2/13/2005,12,1024,0
1045,2/13/2005,13,989,0
1046,2/13/2005,14,945,0
1047,2/13/2005,15,899,0
1048,2/13/2005,16,901,0
1049,2/13/2005,17,944,0
1050,2/13/2005,18,1011,0
1051,2/13/2005,19,1113,0
1052,2/13/2005,20,1136,0
1053,2/13/2005,21,1121,0
1054,2/13/2005,22,1064,0
1055,2/13/2005,23,972,0
1056,2/13/2005,24,872,0
1057,2/14/2005,1,805,0
1058,2/14/2005,2,783,0
1059,2/14/2005,3,782,0
1060,2/14/2005,4,796,0
1061,2/14/2005,5,840,0
1062,2/14/2005,6,967,0
1063,2/14/2005,7,1150,0
1064,2/14/2005,8,1178,0
1065,2/14/2005,9,1109,0
1066,2/14/2005,10,1062,0
1067,2/14/2005,11,1021,0
1068,2/14/2005,12,982,0
1069,2/14/2005,13,955,0
1070,2/14/2005,14,967,0
1071,2/14/2005,15,971,0
1072,2/14/2005,16,1000,0
1073,2/14/2005,17,1033,0
1074,2/14/2005,18,1101,0
1075,2/14/2005,19,1187,0
1076,2/14/2005,20,1200,1
1077,2/14/2005,21,1171,0
1078,2/14/2005,22,1099,0
1079,2/14/2005,23,987,0
1080,2/14/2005,24,866,0
1081,2/15/2005,1,798,0
1082,2/15/2005,2,769,0
1083,2/15/2005,3,758,0
1084,2/15/2005,4,771,0
1085,2/15/2005,5,817,0
1086,2/15/2005,6,947,0
1087,2/15/2005,7,1158,0
1088,2/15/2005,8,1168,1
1089,2/15/2005,9,1089,0
1090,2/15/2005,10,1055,0
1091,2/15/2005,11,1023,0
1092,2/15/2005,12,961,0
1093,2/15/2005,13,890,0
1094,2/15/2005,14,864,0
1095,2/15/2005,15,830,0
1096,2/15/2005,16,826,0
1097,2/15/2005,17,862,0
1098,2/15/2005,18,943,0
1099,2/15/2005,19,1091,0
1100,2/15/2005,20,1150,0
1101,2/15/2005,21,1127,0
1102,2/15/2005,22,1078,0
1103,2/15/2005,23,963,0
1104,2/15/2005,24,840,0
1105,2/16/2005,1,758,0
1106,2/16/2005,2,720,0
1107,2/16/2005,3,701,0
1108,2/16/2005,4,697,0
1109,2/16/2005,5,730,0
1110,2/16/2005,6,850,0
1111,2/16/2005,7,1047,0
1112,2/16/2005,8,1049,0
1113,2/16/2005,9,967,0
1114,2/16/2005,10,927,0
1115,2/16/2005,11,900,0
1116,2/16/2005,12,874,0
1117,2/16/2005,13,847,0
1118,2/16/2005,14,823,0
1119,2/16/2005,15,791,0
1120,2/16/2005,16,796,0
1121,2/16/2005,17,832,0
1122,2/16/2005,18,925,0
1123,2/16/2005,19,1053,0
1124,2/16/2005,20,1087,1
1125,2/16/2005,21,1084,0
1126,2/16/2005,22,1029,0
1127,2/16/2005,23,943,0
1128,2/16/2005,24,840,0
1129,2/17/2005,1,791,0
1130,2/17/2005,2,788,0
1131,2/17/2005,3,808,0
1132,2/17/2005,4,843,0
1133,2/17/2005,5,926,0
1134,2/17/2005,6,1113,0
1135,2/17/2005,7,1370,0
1136,2/17/2005,8,1390,1
1137,2/17/2005,9,1267,0
1138,2/17/2005,10,1132,0
1139,2/17/2005,11,1051,0
1140,2/17/2005,12,1014,0
1141,2/17/2005,13,962,0
1142,2/17/2005,14,925,0
1143,2/17/2005,15,893,0
1144,2/17/2005,16,890,0
1145,2/17/2005,17,928,0
1146,2/17/2005,18,1038,0
1147,2/17/2005,19,1238,0
1148,2/17/2005,20,1328,0
1149,2/17/2005,21,1342,0
1150,2/17/2005,22,1314,0
1151,2/17/2005,23,1228,0
1152,2/17/2005,24,1133,0
1153,2/18/2005,1,1083,0
1154,2/18/2005,2,1081,0
1155,2/18/2005,3,1098,0
1156,2/18/2005,4,1127,0
1157,2/18/2005,5,1187,0
1158,2/18/2005,6,1324,0
1159,2/18/2005,7,1527,0
1160,2/18/2005,8,1535,1
1161,2/18/2005,9,1391,0
1162,2/18/2005,10,1272,0
1163,2/18/2005,11,1182,0
1164,2/18/2005,12,1112,0
1165,2/18/2005,13,1047,0
1166,2/18/2005,14,1002,0
1167,2/18/2005,15,963,0
1168,2/18/2005,16,943,0
1169,2/18/2005,17,975,0
1170,2/18/2005,18,1057,0
1171,2/18/2005,19,1223,0
1172,2/18/2005,20,1294,0
1173,2/18/2005,21,1308,0
1174,2/18/2005,22,1300,0
1175,2/18/2005,23,1267,0
1176,2/18/2005,24,1208,0
1177,2/19/2005,1,1166,0
1178,2/19/2005,2,1161,0
1179,2/19/2005,3,1171,0
1180,2/19/2005,4,1196,0
1181,2/19/2005,5,1246,0
1182,2/19/2005,6,1317,0
1183,2/19/2005,7,1406,0
1184,2/19/2005,8,1490,1
1185,2/19/2005,9,1466,0
1186,2/19/2005,10,1330,0
1187,2/19/2005,11,1185,0
1188,2/19/2005,12,1075,0
1189,2/19/2005,13,974,0
1190,2/19/2005,14,919,0
1191,2/19/2005,15,885,0
1192,2/19/2005,16,879,0
1193,2/19/2005,17,926,0
1194,2/19/2005,18,980,0
1195,2/19/2005,19,1078,0
1196,2/19/2005,20,1130,0
1197,2/19/2005,21,1122,0
1198,2/19/2005,22,1093,0
1199,2/19/2005,23,1037,0
1200,2/19/2005,24,974,0
1201,2/20/2005,1,918,0
1202,2/20/2005,2,882,0
1203,2/20/2005,3,870,0
1204,2/20/2005,4,864,0
1205,2/20/2005,5,875,0
1206,2/20/2005,6,908,0
1207,2/20/2005,7,963,0
1208,2/20/2005,8,1054,0
1209,2/20/2005,9,1187,0
1210,2/20/2005,10,1224,0
1211,2/20/2005,11,1172,0
1212,2/20/2005,12,1127,0
1213,2/20/2005,13,1110,0
1214,2/20/2005,14,1084,0
1215,2/20/2005,15,1031,0
1216,2/20/2005,16,1018,0
1217,2/20/2005,17,1060,0
1218,2/20/2005,18,1116,0
1219,2/20/2005,19,1213,0
1220,2/20/2005,20,1252,1
1221,2/20/2005,21,1218,0
1222,2/20/2005,22,1143,0
1223,2/20/2005,23,1040,0
1224,2/20/2005,24,929,0
1225,2/21/2005,1,859,0
1226,2/21/2005,2,830,0
1227,2/21/2005,3,817,0
1228,2/21/2005,4,821,0
1229,2/21/2005,5,852,0
1230,2/21/2005,6,978,0
1231,2/21/2005,7,1150,0
1232,2/21/2005,8,1186,0
1233,2/21/2005,9,1139,0
1234,2/21/2005,10,1129,0
1235,2/21/2005,11,1133,0
1236,2/21/2005,12,1123,0
1237,2/21/2005,13,1070,0
1238,2/21/2005,14,1011,0
1239,2/21/2005,15,982,0
1240,2/21/2005,16,988,0
1241,2/21/2005,17,989,0
1242,2/21/2005,18,1045,0
1243,2/21/2005,19,1155,0
1244,2/21/2005,20,1187,1
1245,2/21/2005,21,1142,0
1246,2/21/2005,22,1075,0
1247,2/21/2005,23,966,0
1248,2/21/2005,24,860,0
1249,2/22/2005,1,794,0
1250,2/22/2005,2,773,0
1251,2/22/2005,3,775,0
1252,2/22/2005,4,797,0
1253,2/22/2005,5,847,0
1254,2/22/2005,6,992,0
1255,2/22/2005,7,1204,0
1256,2/22/2005,8,1212,1
1257,2/22/2005,9,1092,0
1258,2/22/2005,10,984,0
1259,2/22/2005,11,913,0
1260,2/22/2005,12,856,0
1261,2/22/2005,13,827,0
1262,2/22/2005,14,816,0
1263,2/22/2005,15,799,0
1264,2/22/2005,16,795,0
1265,2/22/2005,17,821,0
1266,2/22/2005,18,866,0
1267,2/22/2005,19,999,0
1268,2/22/2005,20,1077,0
1269,2/22/2005,21,1048,0
1270,2/22/2005,22,996,0
1271,2/22/2005,23,888,0
1272,2/22/2005,24,778,0
1273,2/23/2005,1,726,0
1274,2/23/2005,2,726,0
1275,2/23/2005,3,743,0
1276,2/23/2005,4,778,0
1277,2/23/2005,5,850,0
1278,2/23/2005,6,1015,0
1279,2/23/2005,7,1253,0
1280,2/23/2005,8,1261,1
1281,2/23/2005,9,1107,0
1282,2/23/2005,10,999,0
1283,2/23/2005,11,934,0
1284,2/23/2005,12,882,0
1285,2/23/2005,13,841,0
1286,2/23/2005,14,818,0
1287,2/23/2005,15,794,0
1288,2/23/2005,16,782,0
1289,2/23/2005,17,788,0
1290,2/23/2005,18,862,0
1291,2/23/2005,19,1001,0
1292,2/23/2005,20,1069,0
1293,2/23/2005,21,1077,0
1294,2/23/2005,22,1040,0
1295,2/23/2005,23,954,0
1296,2/23/2005,24,832,0
1297,2/24/2005,1,761,0
1298,2/24/2005,2,735,0
1299,2/24/2005,3,734,0
1300,2/24/2005,4,751,0
1301,2/24/2005,5,811,0
1302,2/24/2005,6,967,0
1303,2/24/2005,7,1200,0
1304,2/24/2005,8,1255,0
1305,2/24/2005,9,1218,0
1306,2/24/2005,10,1241,0
1307,2/24/2005,11,1259,0
1308,2/24/2005,12,1258,0
1309,2/24/2005,13,1243,0
1310,2/24/2005,14,1227,0
1311,2/24/2005,15,1216,0
1312,2/24/2005,16,1230,0
1313,2/24/2005,17,1280,0
1314,2/24/2005,18,1358,0
1315,2/24/2005,19,1453,0
1316,2/24/2005,20,1468,1
1317,2/24/2005,21,1428,0
1318,2/24/2005,22,1356,0
1319,2/24/2005,23,1230,0
1320,2/24/2005,24,1109,0
1321,2/25/2005,1,1043,0
1322,2/25/2005,2,1038,0
1323,2/25/2005,3,1055,0
1324,2/25/2005,4,1094,0
1325,2/25/2005,5,1162,0
1326,2/25/2005,6,1309,0
1327,2/25/2005,7,1528,0
1328,2/25/2005,8,1539,1
1329,2/25/2005,9,1396,0
1330,2/25/2005,10,1230,0
1331,2/25/2005,11,1108,0
1332,2/25/2005,12,1015,0
1333,2/25/2005,13,938,0
1334,2/25/2005,14,885,0
1335,2/25/2005,15,841,0
1336,2/25/2005,16,828,0
1337,2/25/2005,17,842,0
1338,2/25/2005,18,905,0
1339,2/25/2005,19,1051,0
1340,2/25/2005,20,1139,0
1341,2/25/2005,21,1175,0
1342,2/25/2005,22,1179,0
1343,2/25/2005,23,1142,0
1344,2/25/2005,24,1082,0
1345,2/26/2005,1,1049,0
1346,2/26/2005,2,1065,0
1347,2/26/2005,3,1096,0
1348,2/26/2005,4,1138,0
1349,2/26/2005,5,1191,0
1350,2/26/2005,6,1268,0
1351,2/26/2005,7,1360,0
1352,2/26/2005,8,1445,1
1353,2/26/2005,9,1417,0
1354,2/26/2005,10,1286,0
1355,2/26/2005,11,1148,0
1356,2/26/2005,12,1039,0
1357,2/26/2005,13,952,0
1358,2/26/2005,14,883,0
1359,2/26/2005,15,833,0
1360,2/26/2005,16,815,0
1361,2/26/2005,17,829,0
1362,2/26/2005,18,877,0
1363,2/26/2005,19,1000,0
1364,2/26/2005,20,1074,0
1365,2/26/2005,21,1103,0
1366,2/26/2005,22,1105,0
1367,2/26/2005,23,1079,0
1368,2/26/2005,24,1031,0
1369,2/27/2005,1,996,0
1370,2/27/2005,2,991,0
1371,2/27/2005,3,1004,0
1372,2/27/2005,4,1026,0
1373,2/27/2005,5,1056,0
1374,2/27/2005,6,1104,0
1375,2/27/2005,7,1168,0
1376,2/27/2005,8,1266,0
1377,2/27/2005,9,1353,1
1378,2/27/2005,10,1298,0
1379,2/27/2005,11,1170,0
1380,2/27/2005,12,1076,0
1381,2/27/2005,13,1045,0
1382,2/27/2005,14,1010,0
1383,2/27/2005,15,989,0
1384,2/27/2005,16,992,0
1385,2/27/2005,17,1036,0
1386,2/27/2005,18,1114,0
1387,2/27/2005,19,1210,0
1388,2/27/2005,20,1274,0
1389,2/27/2005,21,1271,0
1390,2/27/2005,22,1219,0
1391,2/27/2005,23,1141,0
1392,2/27/2005,24,1078,0
1393,2/28/2005,1,1059,0
1394,2/28/2005,2,1073,0
1395,2/28/2005,3,1096,0
1396,2/28/2005,4,1119,0
1397,2/28/2005,5,1164,0
1398,2/28/2005,6,1298,0
1399,2/28/2005,7,1473,0
1400,2/28/2005,8,1503,1
1401,2/28/2005,9,1466,0
1402,2/28/2005,10,1443,0
1403,2/28/2005,11,1400,0
1404,2/28/2005,12,1368,0
1405,2/28/2005,13,1340,0
1406,2/28/2005,14,1310,0
1407,2/28/2005,15,1282,0
1408,2/28/2005,16,1293,0
1409,2/28/2005,17,1337,0
1410,2/28/2005,18,1417,0
1411,2/28/2005,19,1488,0
1412,2/28/2005,20,1502,0
1413,2/28/2005,21,1436,0
1414,2/28/2005,22,1336,0
1415,2/28/2005,23,1205,0
1416,2/28/2005,24,1081,0
1417,3/1/2005,1,1015,0
1418,3/1/2005,2,1015,0
1419,3/1/2005,3,1056,0
1420,3/1/2005,4,1099,0
1421,3/1/2005,5,1173,0
1422,3/1/2005,6,1317,0
1423,3/1/2005,7,1527,0
1424,3/1/2005,8,1522,0
1425,3/1/2005,9,1371,0
1426,3/1/2005,10,1286,0
1427,3/1/2005,11,1244,0
1428,3/1/2005,12,1215,0
1429,3/1/2005,13,1177,0
1430,3/1/2005,14,1179,0
1431,3/1/2005,15,1172,0
1432,3/1/2005,16,1157,0
1433,3/1/2005,17,1203,0
1434,3/1/2005,18,1325,0
1435,3/1/2005,19,1527,0
1436,3/1/2005,20,1627,1
1437,3/1/2005,21,1610,0
1438,3/1/2005,22,1551,0
1439,3/1/2005,23,1435,0
1440,3/1/2005,24,1318,0
1441,3/2/2005,1,1267,0
1442,3/2/2005,2,1252,0
1443,3/2/2005,3,1260,0
1444,3/2/2005,4,1280,0
1445,3/2/2005,5,1343,0
1446,3/2/2005,6,1497,0
1447,3/2/2005,7,1716,1
1448,3/2/2005,8,1675,0
1449,3/2/2005,9,1466,0
1450,3/2/2005,10,1333,0
1451,3/2/2005,11,1239,0
1452,3/2/2005,12,1163,0
1453,3/2/2005,13,1102,0
1454,3/2/2005,14,1061,0
1455,3/2/2005,15,1017,0
1456,3/2/2005,16,1005,0
1457,3/2/2005,17,1027,0
1458,3/2/2005,18,1142,0
1459,3/2/2005,19,1337,0
1460,3/2/2005,20,1438,0
1461,3/2/2005,21,1473,0
1462,3/2/2005,22,1446,0
1463,3/2/2005,23,1355,0
1464,3/2/2005,24,1248,0
1465,3/3/2005,1,1200,0
1466,3/3/2005,2,1198,0
1467,3/3/2005,3,1220,0
1468,3/3/2005,4,1260,0
1469,3/3/2005,5,1331,0
1470,3/3/2005,6,1483,0
1471,3/3/2005,7,1708,1
1472,3/3/2005,8,1694,0
1473,3/3/2005,9,1510,0
1474,3/3/2005,10,1335,0
1475,3/3/2005,11,1215,0
1476,3/3/2005,12,1085,0
1477,3/3/2005,13,1023,0
1478,3/3/2005,14,970,0
1479,3/3/2005,15,925,0
1480,3/3/2005,16,898,0
1481,3/3/2005,17,879,0
1482,3/3/2005,18,954,0
1483,3/3/2005,19,1121,0
1484,3/3/2005,20,1266,0
1485,3/3/2005,21,1411,0
1486,3/3/2005,22,1393,0
1487,3/3/2005,23,1301,0
1488,3/3/2005,24,1210,0
1489,3/4/2005,1,1184,0
1490,3/4/2005,2,1198,0
1491,3/4/2005,3,1232,0
1492,3/4/2005,4,1276,0
1493,3/4/2005,5,1351,0
1494,3/4/2005,6,1477,0
1495,3/4/2005,7,1678,1
1496,3/4/2005,8,1644,0
1497,3/4/2005,9,1488,0
1498,3/4/2005,10,1281,0
1499,3/4/2005,11,1108,0
1500,3/4/2005,12,996,0
1501,3/4/2005,13,905,0
1502,3/4/2005,14,851,0
1503,3/4/2005,15,815,0
1504,3/4/2005,16,804,0
1505,3/4/2005,17,822,0
1506,3/4/2005,18,876,0
1507,3/4/2005,19,984,0
1508,3/4/2005,20,1060,0
1509,3/4/2005,21,1070,0
1510,3/4/2005,22,1056,0
1511,3/4/2005,23,1007,0
1512,3/4/2005,24,936,0
1513,3/5/2005,1,870,0
1514,3/5/2005,2,828,0
1515,3/5/2005,3,812,0
1516,3/5/2005,4,816,0
1517,3/5/2005,5,836,0
1518,3/5/2005,6,884,0
1519,3/5/2005,7,951,0
1520,3/5/2005,8,1032,0
1521,3/5/2005,9,1075,1
1522,3/5/2005,10,1041,0
1523,3/5/2005,11,973,0
1524,3/5/2005,12,913,0
1525,3/5/2005,13,872,0
1526,3/5/2005,14,824,0
1527,3/5/2005,15,794,0
1528,3/5/2005,16,797,0
1529,3/5/2005,17,820,0
1530,3/5/2005,18,854,0
1531,3/5/2005,19,949,0
1532,3/5/2005,20,1023,0
1533,3/5/2005,21,1026,0
1534,3/5/2005,22,1010,0
1535,3/5/2005,23,974,0
1536,3/5/2005,24,922,0
1537,3/6/2005,1,881,0
1538,3/6/2005,2,879,0
1539,3/6/2005,3,901,0
1540,3/6/2005,4,933,0
1541,3/6/2005,5,979,0
1542,3/6/2005,6,1043,0
1543,3/6/2005,7,1120,0
1544,3/6/2005,8,1218,1
1545,3/6/2005,9,1205,0
1546,3/6/2005,10,1088,0
1547,3/6/2005,11,957,0
1548,3/6/2005,12,875,0
1549,3/6/2005,13,842,0
1550,3/6/2005,14,801,0
1551,3/6/2005,15,757,0
1552,3/6/2005,16,735,0
1553,3/6/2005,17,744,0
1554,3/6/2005,18,780,0
1555,3/6/2005,19,885,0
1556,3/6/2005,20,1009,0
1557,3/6/2005,21,1012,0
1558,3/6/2005,22,976,0
1559,3/6/2005,23,892,0
1560,3/6/2005,24,814,0
1561,3/7/2005,1,782,0
1562,3/7/2005,2,787,0
1563,3/7/2005,3,820,0
1564,3/7/2005,4,862,0
1565,3/7/2005,5,947,0
1566,3/7/2005,6,1122,0
1567,3/7/2005,7,1346,1
1568,3/7/2005,8,1340,0
1569,3/7/2005,9,1156,0
1570,3/7/2005,10,1007,0
1571,3/7/2005,11,921,0
1572,3/7/2005,12,868,0
1573,3/7/2005,13,826,0
1574,3/7/2005,14,812,0
1575,3/7/2005,15,788,0
1576,3/7/2005,16,783,0
1577,3/7/2005,17,796,0
1578,3/7/2005,18,859,0
1579,3/7/2005,19,982,0
1580,3/7/2005,20,1053,0
1581,3/7/2005,21,1016,0
1582,3/7/2005,22,940,0
1583,3/7/2005,23,818,0
1584,3/7/2005,24,700,0
1585,3/8/2005,1,608,0
1586,3/8/2005,2,586,0
1587,3/8/2005,3,580,0
1588,3/8/2005,4,581,0
1589,3/8/2005,5,618,0
1590,3/8/2005,6,750,0
1591,3/8/2005,7,952,0
1592,3/8/2005,8,993,0
1593,3/8/2005,9,972,0
1594,3/8/2005,10,988,0
1595,3/8/2005,11,974,0
1596,3/8/2005,12,970,0
1597,3/8/2005,13,961,0
1598,3/8/2005,14,955,0
1599,3/8/2005,15,959,0
1600,3/8/2005,16,962,0
1601,3/8/2005,17,992,0
1602,3/8/2005,18,1104,0
1603,3/8/2005,19,1295,0
1604,3/8/2005,20,1439,0
1605,3/8/2005,21,1448,1
1606,3/8/2005,22,1401,0
1607,3/8/2005,23,1292,0
1608,3/8/2005,24,1189,0
1609,3/9/2005,1,1141,0
1610,3/9/2005,2,1136,0
1611,3/9/2005,3,1150,0
1612,3/9/2005,4,1179,0
1613,3/9/2005,5,1251,0
1614,3/9/2005,6,1405,0
1615,3/9/2005,7,1617,1
1616,3/9/2005,8,1586,0
1617,3/9/2005,9,1396,0
1618,3/9/2005,10,1254,0
1619,3/9/2005,11,1145,0
1620,3/9/2005,12,1062,0
1621,3/9/2005,13,989,0
1622,3/9/2005,14,952,0
1623,3/9/2005,15,908,0
1624,3/9/2005,16,895,0
1625,3/9/2005,17,937,0
1626,3/9/2005,18,1028,0
1627,3/9/2005,19,1198,0
1628,3/9/2005,20,1312,0
1629,3/9/2005,21,1338,0
1630,3/9/2005,22,1303,0
1631,3/9/2005,23,1203,0
1632,3/9/2005,24,1098,0
1633,3/10/2005,1,1048,0
1634,3/10/2005,2,1039,0
1635,3/10/2005,3,1062,0
1636,3/10/2005,4,1109,0
1637,3/10/2005,5,1185,0
1638,3/10/2005,6,1351,0
1639,3/10/2005,7,1572,1
1640,3/10/2005,8,1532,0
1641,3/10/2005,9,1319,0
1642,3/10/2005,10,1158,0
1643,3/10/2005,11,1061,0
1644,3/10/2005,12,988,0
1645,3/10/2005,13,927,0
1646,3/10/2005,14,887,0
1647,3/10/2005,15,852,0
1648,3/10/2005,16,840,0
1649,3/10/2005,17,864,0
1650,3/10/2005,18,939,0
1651,3/10/2005,19,1091,0
1652,3/10/2005,20,1226,0
1653,3/10/2005,21,1227,0
1654,3/10/2005,22,1183,0
1655,3/10/2005,23,1085,0
1656,3/10/2005,24,975,0
1657,3/11/2005,1,915,0
1658,3/11/2005,2,920,0
1659,3/11/2005,3,949,0
1660,3/11/2005,4,983,0
1661,3/11/2005,5,1032,0
1662,3/11/2005,6,1167,0
1663,3/11/2005,7,1369,0
1664,3/11/2005,8,1370,1
1665,3/11/2005,9,1205,0
1666,3/11/2005,10,1095,0
1667,3/11/2005,11,1002,0
1668,3/11/2005,12,941,0
1669,3/11/2005,13,896,0
1670,3/11/2005,14,874,0
1671,3/11/2005,15,883,0
1672,3/11/2005,16,923,0
1673,3/11/2005,17,950,0
1674,3/11/2005,18,991,0
1675,3/11/2005,19,1114,0
1676,3/11/2005,20,1216,0
1677,3/11/2005,21,1238,0
1678,3/11/2005,22,1225,0
1679,3/11/2005,23,1180,0
1680,3/11/2005,24,1111,0
1681,3/12/2005,1,1055,0
1682,3/12/2005,2,1043,0
1683,3/12/2005,3,1063,0
1684,3/12/2005,4,1095,0
1685,3/12/2005,5,1130,0
1686,3/12/2005,6,1168,0
1687,3/12/2005,7,1214,0
1688,3/12/2005,8,1270,0
1689,3/12/2005,9,1293,1
1690,3/12/2005,10,1220,0
1691,3/12/2005,11,1105,0
1692,3/12/2005,12,1003,0
1693,3/12/2005,13,915,0
1694,3/12/2005,14,852,0
1695,3/12/2005,15,809,0
1696,3/12/2005,16,788,0
1697,3/12/2005,17,802,0
1698,3/12/2005,18,810,0
1699,3/12/2005,19,863,0
1700,3/12/2005,20,947,0
1701,3/12/2005,21,936,0
1702,3/12/2005,22,907,0
1703,3/12/2005,23,860,0
1704,3/12/2005,24,800,0
1705,3/13/2005,1,755,0
1706,3/13/2005,2,745,0
1707,3/13/2005,3,754,0
1708,3/13/2005,4,773,0
1709,3/13/2005,5,805,0
1710,3/13/2005,6,853,0
1711,3/13/2005,7,917,0
1712,3/13/2005,8,1003,0
1713,3/13/2005,9,1026,1
1714,3/13/2005,10,973,0
1715,3/13/2005,11,872,0
1716,3/13/2005,12,810,0
1717,3/13/2005,13,791,0
1718,3/13/2005,14,775,0
1719,3/13/2005,15,750,0
1720,3/13/2005,16,742,0
1721,3/13/2005,17,764,0
1722,3/13/2005,18,801,0
1723,3/13/2005,19,892,0
1724,3/13/2005,20,985,0
1725,3/13/2005,21,935,0
1726,3/13/2005,22,873,0
1727,3/13/2005,23,770,0
1728,3/13/2005,24,668,0
1729,3/14/2005,1,612,0
1730,3/14/2005,2,596,0
1731,3/14/2005,3,604,0
1732,3/14/2005,4,627,0
1733,3/14/2005,5,691,0
1734,3/14/2005,6,845,0
1735,3/14/2005,7,1059,0
1736,3/14/2005,8,1117,0
1737,3/14/2005,9,1084,0
1738,3/14/2005,10,1084,0
1739,3/14/2005,11,1085,0
1740,3/14/2005,12,1074,0
1741,3/14/2005,13,1039,0
